UF;Município;IFDM;Emprego & Renda;Educação;Saúde
RO;Pimenta Bueno;0,74594;0,587054;0,780092;0,870672
MG;Passa Quatro;0,745878;0,504601;0,841672;0,89136
MG;São Sebastião do Rio Verde;0,745841;0,479975;0,853684;0,903863
RS;Novo Xingu;0,745837;0,463865;0,818931;0,954714
RS;Itatiba do Sul;0,745816;0,455852;0,871317;0,910277
RS;Sertão Santana;0,745793;0,482365;0,851915;0,9031
SC;Penha;0,745793;0,576953;0,81358;0,846847
MT;Tapurah;0,745762;0,63865;0,830928;0,767708
MS;Aparecida do Taboado;0,745692;0,659529;0,783287;0,79426
PR;Enéas Marques;0,745631;0,529271;0,800657;0,906964
GO;Morro Agudo de Goiás;0,745619;0,468557;0,917539;0,850761
RS;Salvador do Sul;0,745564;0,541301;0,959796;0,735595
SP;Macatuba;0,745498;0,548843;0,948737;0,738912
PR;Guaraniaçu;0,745477;0,525613;0,770368;0,940452
PR;Balsa Nova;0,745448;0,536251;0,787176;0,912917
BA;Mata de São João;0,745441;0,616496;0,829571;0,790255
RS;Derrubadas;0,745378;0,332988;0,948261;0,954886
RS;Marques de Souza;0,745301;0,407894;0,878931;0,949077
RS;Nova Hartz;0,745234;0,588914;0,820983;0,825805
RS;Boa Vista das Missões;0,745204;0,556548;0,807073;0,871991
PR;Pérola;0,745183;0,469314;0,904578;0,861655
PE;Rio Formoso;0,745114;0,733025;0,657058;0,845258
SP;Cajuru;0,745047;0,564028;0,910186;0,760925
SP;Promissão;0,745;0,591514;0,88369;0,759795
CE;Fortaleza;0,744944;0,725413;0,758825;0,750593
RS;Nonoai;0,744847;0,523639;0,873683;0,837219
MG;João Pinheiro;0,74482;0,568575;0,824336;0,841547
SC;Formosa do Sul;0,744797;0,464893;0,862431;0,907066
ES;Viana;0,744695;0,532164;0,815837;0,886084
PE;Camutanga;0,74444;0,64843;0,731824;0,853065
MT;Sapezal;0,744438;0,679359;0,830189;0,723765
SC;Jacinto Machado;0,744425;0,57296;0,839021;0,821293
MS;Maracaju;0,744301;0,626714;0,782902;0,823287
MG;Bambuí;0,74425;0,465367;0,891884;0,875499
SP;Alumínio;0,744235;0,539912;0,859803;0,83299
SC;Doutor Pedrinho;0,744083;0,568687;0,771259;0,892303
MG;Nazareno;0,744081;0,535518;0,847134;0,849592
SP;Alto Alegre;0,74406;0,517331;0,89975;0,8151
PR;Nova Esperança do Sudoeste;0,744019;0,574141;0,763671;0,894247
RS;Vista Alegre;0,744;0,510128;0,795497;0,926377
MG;Monte Sião;0,743994;0,566715;0,884233;0,781035
PR;Alvorada do Sul;0,743865;0,527883;0,75298;0,950731
MG;Ipuiúna;0,743759;0,507062;0,785998;0,938217
SP;Avanhandava;0,743757;0,567928;0,893495;0,769847
MG;Varjão de Minas;0,743617;0,522849;0,821716;0,886287
SP;Embu-Guaçu;0,743613;0,41292;0,948622;0,869298
RS;Tenente Portela;0,743584;0,581059;0,80125;0,848443
SP;Mesópolis;0,743534;0,370619;0,958167;0,901817
PR;Tapira;0,743476;0,51668;0,830254;0,883494
ES;Guarapari;0,743424;0,515041;0,809224;0,906006
GO;Paraúna;0,743369;0,618889;0,858721;0,752496
PE;Brejinho;0,743293;0,483037;0,806424;0,940419
MG;Caratinga;0,743276;0,555068;0,829889;0,844871
PR;Doutor Camargo;0,743267;0,440517;0,91361;0,875674
SC;Presidente Castello Branco;0,743258;0,453014;0,880765;0,895994
SC;Tunápolis;0,743215;0,562993;0,9014;0,76525
MG;Piranguinho;0,743092;0,454927;0,839292;0,935056
RS;Crissiumal;0,742979;0,547467;0,83538;0,846089
PR;Imbituva;0,742928;0,610481;0,743366;0,874938
PR;Boa Vista da Aparecida;0,742913;0,46153;0,819315;0,947895
RS;Erval Seco;0,742899;0,468014;0,801082;0,959601
MG;Leopoldina;0,742814;0,538194;0,802863;0,887384
GO;Nazário;0,742691;0,571364;0,863428;0,79328
MG;Pedra do Indaiá;0,742668;0,513252;0,835417;0,879335
GO;Anhanguera;0,742645;0,559184;0,783038;0,885712
BA;Brumado;0,742591;0,651818;0,839901;0,736056
GO;Rubiataba;0,742509;0,538259;0,901741;0,787526
PR;Bocaiúva do Sul;0,742492;0,695274;0,702592;0,829611
GO;Aloândia;0,742473;0,465439;0,819891;0,942087
RJ;Paraíba do Sul;0,742439;0,542598;0,852594;0,832124
SC;São Martinho;0,742247;0,606492;0,88798;0,732269
SC;Águas Frias;0,742242;0,567144;0,901765;0,757818
MG;Conceição do Pará;0,742124;0,618066;0,805311;0,802995
SP;Dolcinópolis;0,742058;0,351448;0,997833;0,876893
MS;Figueirão;0,741994;0,627829;0,725215;0,872937
GO;Nova Veneza;0,741954;0,554313;0,801823;0,869728
SP;Conchal;0,741944;0,471488;0,955697;0,798645
SC;Campos Novos;0,741938;0,645309;0,809379;0,771128
MG;São Thomé das Letras;0,741892;0,570576;0,840617;0,814484
RS;Santo Antônio das Missões;0,741884;0,62103;0,743199;0,861423
RS;Caçapava do Sul;0,741865;0,591107;0,783639;0,850848
SP;Arco-Íris;0,74178;0,483169;0,913235;0,828935
ES;Vila Velha;0,741641;0,562194;0,791325;0,871403
GO;Itapirapuã;0,741505;0,62567;0,846273;0,752571
PR;Piên;0,741376;0,521324;0,835418;0,867387
SP;Nova Granada;0,741313;0,482878;0,917397;0,823663
SP;Itatinga;0,741289;0,441435;0,852762;0,929671
PR;Quatro Pontes;0,741214;0,563857;0,895578;0,764207
SC;Lajeado Grande;0,741212;0,507518;0,814858;0,90126
RJ;Mendes;0,741199;0,493279;0,866582;0,863736
MG;Coimbra;0,741181;0,536107;0,850508;0,836927
RS;Augusto Pestana;0,741079;0,44528;0,810568;0,967389
PR;Jardim Olinda;0,741053;0,557556;0,875422;0,790182
PB;Guarabira;0,74105;0,544945;0,784081;0,894125
MG;Tiradentes;0,741036;0,570538;0,88495;0,76762
MG;Visconde do Rio Branco;0,741033;0,608425;0,854539;0,760135
RJ;Porto Real;0,741032;0,492817;0,787563;0,942716
MG;Turvolândia;0,74092;0,579555;0,804116;0,839089
SC;Frei Rogério;0,740915;0,530212;0,897285;0,795248
SC;Curitibanos;0,740887;0,668684;0,831011;0,722966
SP;Paulistânia;0,740734;0,463051;0,98102;0,77813
SC;Praia Grande;0,740685;0,454695;0,879716;0,887645
MA;Imperatriz;0,740615;0,609875;0,800693;0,811278
SC;Iporã do Oeste;0,740553;0,488051;0,874766;0,858842
MG;Rosário da Limeira;0,740521;0,504495;0,877376;0,839692
MG;Conceição do Rio Verde;0,740495;0,560339;0,824907;0,836238
RS;Não-Me-Toque;0,740409;0,608197;0,861745;0,751285
RS;Dom Pedrito;0,740369;0,592812;0,757374;0,870921
SP;Redenção da Serra;0,740277;0,473088;0,851214;0,896527
PA;Parauapebas;0,740206;0,624797;0,750521;0,8453
SC;Itaiópolis;0,740202;0,477362;0,811127;0,932119
PR;Capitão Leônidas Marques;0,740072;0,536569;0,804824;0,878823
SP;Cafelândia;0,740065;0,551502;0,880679;0,788014
PR;Andirá;0,74005;0,562145;0,799781;0,858225
SP;Paulicéia;0,739943;0,492397;0,973833;0,753598
RS;Arambaré;0,739855;0,572932;0,748892;0,897741
SP;Divinolândia;0,739852;0,489349;0,932451;0,797758
RJ;Santo Antônio de Pádua;0,739757;0,464062;0,919225;0,835984
RJ;Três Rios;0,739655;0,616569;0,829518;0,772877
SC;Sul Brasil;0,739569;0,466259;0,884931;0,867516
SP;Santa Cruz da Esperança;0,739517;0,523201;0,925882;0,769468
SP;Canas;0,739443;0,582771;0,835249;0,800309
MG;Santa Bárbara;0,739342;0,582579;0,830148;0,805299
CE;Juazeiro do Norte;0,739278;0,63624;0,76476;0,816835
PR;Terra Roxa;0,73922;0,549806;0,786161;0,881694
ES;Jaguaré;0,739197;0,416452;0,876879;0,924261
MG;Moema;0,739184;0,537239;0,850284;0,830028
MG;Luz;0,73918;0,517565;0,87566;0,824314
SP;Cachoeira Paulista;0,739179;0,519821;0,878607;0,819111
SC;Irani;0,739173;0,461773;0,828431;0,927315
SP;Itararé;0,739081;0,472847;0,898634;0,845762
MG;Monjolos;0,739047;0,53402;0,77114;0,911981
MG;São Gonçalo do Sapucaí;0,739047;0,513516;0,863306;0,840319
AC;Rio Branco;0,739031;0,648623;0,777015;0,791455
MG;Três Corações;0,738935;0,577789;0,824981;0,814034
SC;Saltinho;0,73888;0,474449;0,80695;0,935239
RS;Passo do Sobrado;0,73875;0,498176;0,839775;0,878298
MG;Pedro Leopoldo;0,738717;0,526396;0,867174;0,822581
RS;Restinga Sêca;0,738592;0,567945;0,743119;0,904711
MG;Timóteo;0,738472;0,466739;0,872554;0,876122
SC;Schroeder;0,738447;0,437868;0,846483;0,93099
MG;Grupiara;0,738396;0,549326;0,829729;0,836133
MG;Carmo do Rio Claro;0,738308;0,476624;0,8429;0,895401
MG;Unaí;0,738304;0,664701;0,81701;0,733202
RS;Fortaleza dos Valos;0,738013;0,551794;0,864416;0,79783
RJ;Sapucaia;0,737893;0,652759;0,772999;0,78792
SC;Ilhota;0,737836;0,557425;0,850078;0,806006
RS;São Martinho;0,737798;0,571577;0,861284;0,780533
SP;Mairiporã;0,737763;0,445766;0,913197;0,854326
PR;Bituruna;0,737667;0,600692;0,74868;0,863628
RS;Santa Bárbara do Sul;0,737649;0,549087;0,831261;0,832598
MT;Nova Monte Verde;0,737625;0,558912;0,81325;0,840711
CE;Tauá;0,737563;0,491618;0,822381;0,898692
SC;Herval d'Oeste;0,737559;0,534992;0,809038;0,868649
SC;Mirim Doce;0,737535;0,461352;0,874;0,877253
RS;Três Arroios;0,737369;0,51348;0,870228;0,828398
MT;Juara;0,737303;0,602776;0,830723;0,778411
RS;Quinze de Novembro;0,737262;0,527589;0,861732;0,822465
MG;Ubá;0,737158;0,579609;0,896495;0,73537
MG;Comendador Gomes;0,737139;0,503072;0,824815;0,883531
RS;Santa Vitória do Palmar;0,737048;0,634631;0,764493;0,81202
RS;Três Palmeiras;0,737003;0,428247;0,846162;0,9366
SP;Américo de Campos;0,736932;0,351596;0,934702;0,924499
PR;Mariópolis;0,736923;0,477075;0,810667;0,923029
RS;Alpestre;0,736844;0,454235;0,866869;0,889429
MG;Senador Amaral;0,736783;0,522807;0,860858;0,826683
MT;Querência;0,736738;0,643574;0,805808;0,760832
SC;Abelardo Luz;0,736701;0,611449;0,769774;0,82888
RJ;Valença;0,736669;0,523907;0,825457;0,860642
SP;Porangaba;0,736666;0,523201;0,855179;0,831617
SP;Morungaba;0,736643;0,506834;0,89442;0,808676
MG;Muzambinho;0,736491;0,497002;0,865601;0,846869
RS;Viadutos;0,736468;0,397518;0,862094;0,949792
RS;Boa Vista do Incra;0,73646;0,558539;0,790822;0,860017
GO;Turvânia;0,736431;0,463337;0,890251;0,855704
MG;Biquinhas;0,736174;0,398133;0,855335;0,955055
RS;Taquara;0,736015;0,609943;0,741404;0,856696
RS;Chuí;0,73593;0,672294;0,689789;0,845707
SP;Uru;0,735903;0,535762;0,938676;0,733271
PR;Ribeirão Claro;0,735796;0,620152;0,828544;0,758691
GO;Corumbá de Goiás;0,735782;0,53889;0,808921;0,859534
MT;Tabaporã;0,735753;0,495066;0,862145;0,850049
SP;Paulo de Faria;0,735647;0,441265;0,950871;0,814804
BA;Jaborandi;0,735635;0,65419;0,814203;0,738512
ES;Alegre;0,735525;0,491983;0,886667;0,827925
RS;Esperança do Sul;0,735472;0,447061;0,830765;0,928591
RS;Três Cachoeiras;0,735465;0,518305;0,789334;0,898757
RS;São Valentim;0,735257;0,363145;0,928806;0,913821
SP;Artur Nogueira;0,735241;0,461549;0,927534;0,816639
PR;Prudentópolis;0,735237;0,515789;0,822723;0,8672
SP;Ipaussu;0,735134;0,528951;0,921108;0,755342
SP;Pereiras;0,735099;0,548595;0,866688;0,790013
SP;Rincão;0,735065;0,446403;0,890376;0,868415
SP;Pariquera-Açu;0,734981;0,510813;0,855317;0,838813
RS;Monte Belo do Sul;0,734957;0,382441;0,90054;0,921888
SP;Ilha Solteira;0,734928;0,374163;0,997167;0,833455
MT;Santa Carmem;0,734916;0,575722;0,823482;0,805544
SC;Lindóia do Sul;0,734908;0,549208;0,856206;0,799311
RS;Pinheirinho do Vale;0,734844;0,471677;0,956125;0,77673
RS;Taquari;0,734841;0,4954;0,813058;0,896063
MS;Nova Alvorada do Sul;0,73476;0,573171;0,790268;0,84084
MG;São Gonçalo do Abaeté;0,734751;0,57007;0,79367;0,840512
SP;Aguaí;0,734685;0,601738;0,835892;0,766424
PR;Porto Rico;0,734648;0,521079;0,806912;0,875952
RS;Arvorezinha;0,734564;0,516661;0,781533;0,905497
PR;Paula Freitas;0,734561;0,41811;0,83025;0,955323
RS;Floriano Peixoto;0,734533;0,46707;0,843559;0,892969
SC;Rio das Antas;0,734438;0,513856;0,846139;0,84332
SP;Palmares Paulista;0,734374;0,397168;0,889381;0,916571
TO;Cariri do Tocantins;0,734204;0,574145;0,691627;0,936841
GO;Goianésia;0,734196;0,594873;0,903723;0,703992
SP;Lucianópolis;0,73417;0,632177;0,880408;0,689925
RS;Glorinha;0,734169;0,56475;0,800598;0,837161
SC;Botuverá;0,734082;0,504331;0,806293;0,891623
PR;São Pedro do Ivaí;0,733929;0,584444;0,778921;0,838422
RS;Cerro Grande;0,733701;0,495079;0,858939;0,847085
RS;Putinga;0,733627;0,453692;0,793265;0,953925
GO;Goiandira;0,733429;0,466929;0,819659;0,913698
GO;Senador Canedo;0,733378;0,575351;0,770288;0,854496
ES;Santa Leopoldina;0,733208;0,449918;0,824013;0,925691
RS;Linha Nova;0,733196;0,421326;0,847707;0,930556
PR;Ibaiti;0,733189;0,529546;0,782067;0,887955
ES;São Domingos do Norte;0,733179;0,596876;0,855187;0,747473
SC;Presidente Nereu;0,733133;0,511053;0,820811;0,867535
MT;Cláudia;0,733051;0,636107;0,763888;0,799157
GO;Santa Fé de Goiás;0,732985;0,635783;0,814556;0,748617
SP;Anhumas;0,732968;0,360864;0,973823;0,864216
PR;Leópolis;0,732934;0,512412;0,827728;0,858661
SP;Terra Roxa;0,732786;0,531993;0,910444;0,75592
SP;Júlio Mesquita;0,732558;0,381169;0,912072;0,904434
PR;Janiópolis;0,732498;0,518062;0,832093;0,84734
SP;Pontal;0,732492;0,570094;0,836648;0,790735
MG;Caxambu;0,732487;0,46307;0,861901;0,872489
RS;Barracão;0,732455;0,415943;0,799377;0,982047
SP;São Simão;0,732438;0,497355;0,885825;0,814136
MG;Cruzília;0,732376;0,563289;0,873039;0,760801
SP;Jambeiro;0,732299;0,448473;0,885118;0,863305
SP;Arapeí;0,732128;0,539736;0,833352;0,823296
SP;Cruzeiro;0,732118;0,552395;0,88664;0,757318
MG;Paraopeba;0,732016;0,600111;0,833097;0,76284
PR;Bom Sucesso;0,732002;0,544426;0,815558;0,836022
SC;Vidal Ramos;0,731919;0,426101;0,856053;0,913604
MG;Wenceslau Braz;0,731908;0,45024;0,80142;0,944063
RS;Santa Tereza;0,731834;0,462276;0,803397;0,929829
PR;Marmeleiro;0,731788;0,492233;0,855379;0,847752
GO;Varjão;0,731782;0,601769;0,70174;0,891837
MG;Santo Antônio do Amparo;0,73177;0,52702;0,806532;0,861757
RS;São José do Sul;0,731595;0,479212;0,839734;0,875838
RS;Gaurama;0,731534;0,572468;0,865422;0,756711
MG;Maripá de Minas;0,731533;0,556031;0,881244;0,757323
RS;Capão Bonito do Sul;0,731478;0,495834;0,842808;0,855793
SP;Tambaú;0,731442;0,57237;0,922375;0,699583
PR;Moreira Sales;0,731422;0,568752;0,785521;0,839993
RS;Vacaria;0,731332;0,660969;0,753424;0,779602
RS;Gravataí;0,731221;0,601965;0,695712;0,895986
BA;Salvador;0,731191;0,722244;0,67611;0,795219
SC;Vitor Meireles;0,731104;0,582969;0,774864;0,83548
SP;Presidente Alves;0,731074;0,463448;0,893178;0,836596
MG;Lagamar;0,730966;0,571616;0,875037;0,746245
ES;Santa Teresa;0,730957;0,499819;0,862175;0,830878
MG;Rio Pomba;0,730885;0,55878;0,774098;0,859777
SC;Planalto Alegre;0,730877;0,47813;0,876265;0,838236
SC;Leoberto Leal;0,730858;0,434205;0,873683;0,884687
SC;Pedras Grandes;0,73072;0,657886;0,813657;0,720616
TO;Porto Nacional;0,730711;0,525174;0,792323;0,874634
MG;Jaguaraçu;0,730635;0,561235;0,82235;0,808318
RS;Novo Barreiro;0,730594;0,499675;0,818431;0,873675
MG;Santa Rita de Caldas;0,730542;0,420721;0,857562;0,913342
RS;Triunfo;0,730479;0,608863;0,774323;0,808252
PR;Ribeirão do Pinhal;0,730466;0,543008;0,876535;0,771854
MG;Conceição dos Ouros;0,730432;0,49509;0,83589;0,860316
SP;Tremembé;0,730431;0,42286;0,89103;0,877403
MS;Jateí;0,730396;0,60332;0,804375;0,783493
RS;Ipiranga do Sul;0,730373;0,46423;0,819178;0,907711
PB;Pedra Lavrada;0,730283;0,451867;0,793733;0,94525
SP;Monte Alegre do Sul;0,730271;0,386102;0,86549;0,93922
MG;Monte Santo de Minas;0,730253;0,453595;0,87246;0,864705
PR;Formosa do Oeste;0,730183;0,472062;0,863877;0,854609
RS;Independência;0,730179;0,453179;0,799676;0,937682
RS;São Sepé;0,730168;0,513058;0,819768;0,857677
SP;Taciba;0,730099;0,397292;0,974167;0,818838
GO;Nerópolis;0,730097;0,597317;0,805203;0,787771
GO;Itapuranga;0,73009;0,427556;0,871067;0,891648
RS;Santo Expedito do Sul;0,73007;0,452756;0,836185;0,90127
CE;Ubajara;0,730047;0,467986;0,802812;0,919342
PR;Luiziana;0,730037;0,527983;0,735485;0,926643
SC;Vargem Bonita;0,730025;0,561662;0,835917;0,792497
RS;Campos Borges;0,73002;0,488508;0,866088;0,835464
MG;Estiva;0,72989;0,507526;0,876878;0,805267
MT;Paranatinga;0,729871;0,534601;0,810006;0,845006
MG;Bonfinópolis de Minas;0,729815;0,540358;0,868678;0,780408
GO;Paranaiguara;0,729751;0,565478;0,875079;0,748695
SC;São Francisco do Sul;0,72968;0,532685;0,799654;0,856703
ES;Montanha;0,729615;0,56236;0,874031;0,752452
MG;Canaã;0,729603;0,405497;0,837723;0,945589
SP;Cesário Lange;0,729583;0,604303;0,918713;0,665732
SP;Cosmorama;0,729501;0,390531;0,929973;0,867999
TO;Itaporã do Tocantins;0,729495;0,594858;0,7033;0,890328
PR;Marilândia do Sul;0,72943;0,454103;0,756659;0,977528
GO;Alexânia;0,729378;0,63976;0,742348;0,806026
MG;João Monlevade;0,729334;0,536482;0,844953;0,806567
MG;Tiros;0,729264;0,492265;0,831278;0,864249
GO;Cromínia;0,72924;0,401387;0,95045;0,835884
PA;Castanhal;0,72923;0,708029;0,661242;0,818418
MG;Coqueiral;0,729221;0,47898;0,801314;0,90737
SP;Riversul;0,729194;0,422623;0,901265;0,863694
MT;Novo São Joaquim;0,729185;0,602234;0,852592;0,73273
MT;Água Boa;0,729185;0,556039;0,891229;0,740288
MG;Soledade de Minas;0,729073;0,480752;0,828518;0,87795
ES;São Mateus;0,729011;0,474105;0,835251;0,877678
PE;Nazaré da Mata;0,728998;0,500333;0,782956;0,903704
SP;Ipuã;0,728877;0,509295;0,888665;0,788669
SC;Lacerdópolis;0,728849;0,532908;0,867666;0,785974
PB;Campina Grande;0,728836;0,662283;0,719962;0,804263
PI;Buriti dos Montes;0,728739;0,469334;0,88486;0,832024
SP;Urupês;0,72872;0,522875;0,971199;0,692086
GO;Taquaral de Goiás;0,728663;0,567404;0,824361;0,794224
CE;Barbalha;0,72866;0,543943;0,785364;0,856674
MG;São João Batista do Glória;0,72865;0,4193;0,897982;0,868667
SP;Gália;0,728605;0,456154;0,947784;0,781878
PR;Inajá;0,72857;0,461078;0,854361;0,870272
RS;Ponte Preta;0,728494;0,489588;0,816031;0,879864
MG;Ribeirão das Neves;0,728312;0,586809;0,768343;0,829784
SP;Taiaçu;0,728268;0,461556;0,880046;0,843203
MG;Itamogi;0,728267;0,465635;0,883364;0,835802
MG;Pirapora;0,728149;0,617126;0,797008;0,770312
GO;Itaguari;0,728094;0,366104;0,928546;0,889633
PR;Borrazópolis;0,728089;0,553154;0,885783;0,74533
GO;Santo Antônio de Goiás;0,728087;0,601761;0,846985;0,735515
SP;Iporanga;0,728077;0,457323;0,83302;0,893888
MT;Cáceres;0,728061;0,645172;0,75628;0,78273
SP;Óleo;0,728051;0,44411;0,945963;0,79408
SP;Valparaíso;0,72805;0,571621;0,967033;0,645496
SC;Agrolândia;0,727999;0,494377;0,845181;0,844441
PR;Carlópolis;0,727935;0,536868;0,830843;0,816094
SC;Tijucas;0,727887;0,61367;0,833612;0,736379
RS;Barra do Guarita;0,727716;0,454585;0,834098;0,894466
SP;Iepê;0,727639;0,443531;0,929846;0,809539
MT;Alto Garças;0,727586;0,479017;0,85442;0,849319
PR;Guaratuba;0,727577;0,592274;0,828709;0,761748
MS;Bandeirantes;0,727523;0,557091;0,781291;0,844186
SC;Erval Velho;0,72749;0,491326;0,87283;0,818314
MG;Dom Viçoso;0,727346;0,466657;0,85046;0,864922
MT;Guarantã do Norte;0,727342;0,475863;0,824991;0,881172
PR;Guaporema;0,727325;0,466288;0,833806;0,881881
MT;Jaciara;0,727323;0,65356;0,82393;0,704478
PR;Lidianópolis;0,727235;0,555675;0,865483;0,760547
SP;São Vicente;0,727116;0,464676;0,839022;0,877651
PR;Perobal;0,727039;0,403245;0,873261;0,904612
TO;São Valério;0,726952;0,457461;0,809294;0,914102
CE;Arneiroz;0,72694;0,486496;0,798107;0,896216
MT;Indiavaí;0,72691;0,538116;0,72745;0,915165
RS;Jóia;0,72691;0,466427;0,783543;0,930761
MT;Nova Guarita;0,726813;0,387474;0,858433;0,934531
PR;Grandes Rios;0,726746;0,519021;0,78933;0,871886
SC;Tangará;0,726731;0,60244;0,873539;0,704214
RS;Coronel Barros;0,726711;0,376258;0,887598;0,916278
PE;Olinda;0,726677;0,665924;0,690822;0,823285
MG;Borda da Mata;0,726676;0,463187;0,875768;0,841075
SC;Porto União;0,726561;0,449785;0,823124;0,906774
MG;Nova Ponte;0,72656;0,429635;0,853246;0,896798
SC;Atalanta;0,726508;0,451245;0,875225;0,853055
ES;Cariacica;0,72644;0,524746;0,784187;0,870387
RS;Pelotas;0,726417;0,720535;0,717033;0,741683
MG;Olaria;0,726411;0,369352;0,842174;0,967707
GO;Porangatu;0,726406;0,494915;0,827919;0,856384
RS;Fagundes Varela;0,726353;0,533483;0,917355;0,72822
MT;Torixoréu;0,726332;0,447981;0,925781;0,805234
PR;Guaraci;0,7262;0,433246;0,809428;0,935927
SC;Irati;0,726196;0,462637;0,830804;0,885146
RS;Pinhal da Serra;0,726181;0,380696;0,963235;0,834611
MS;Fátima do Sul;0,726097;0,481743;0,854539;0,842008
PA;Vitória do Xingu;0,725896;0,721312;0,777613;0,678763
MG;Heliodora;0,725882;0,487415;0,83501;0,855221
PR;Ourizona;0,725869;0,386666;0,830553;0,960389
PA;Paragominas;0,725858;0,663489;0,73664;0,777446
SC;Guarujá do Sul;0,725804;0,553213;0,872144;0,752055
MG;Desterro de Entre Rios;0,725788;0,485233;0,781353;0,910778
MT;Nova Santa Helena;0,725786;0,544978;0,802891;0,829488
MG;Ribeirão Vermelho;0,725755;0,508485;0,855776;0,813003
SP;Uchoa;0,725749;0,302207;0,944353;0,930687
MT;Várzea Grande;0,725613;0,610159;0,742953;0,823729
SP;Itapuí;0,725529;0,462195;0,928455;0,785936
SC;Ouro;0,725511;0,513419;0,894598;0,768516
MG;Olímpio Noronha;0,725472;0,522283;0,767045;0,887089
RS;Brochier;0,725467;0,450994;0,777148;0,948261
MG;Piracema;0,725438;0,487238;0,865658;0,823419
SC;Ibicaré;0,72542;0,555631;0,813214;0,807414
SP;Catiguá;0,725407;0,401066;0,905402;0,869752
PE;Ipojuca;0,725405;0,580788;0,748529;0,846897
PR;Santa Lúcia;0,725352;0,575606;0,746265;0,854185
PE;Carnaíba;0,725345;0,423761;0,818241;0,934033
PR;Missal;0,725301;0,534228;0,90102;0,740657
MG;Rio Doce;0,725297;0,379681;0,869732;0,926479
SP;Monte Azul Paulista;0,72525;0,537868;0,933943;0,703941
PR;Jesuítas;0,725245;0,479968;0,790169;0,9056
PB;São Francisco;0,725205;0,516465;0,830453;0,828698
MG;Córrego Novo;0,724972;0,460039;0,805014;0,909862
MT;São José do Xingu;0,724962;0,759355;0,7266;0,688932
MG;Campo Belo;0,724911;0,419354;0,86899;0,88639
PR;Jaguariaíva;0,72491;0,692423;0,778962;0,703346
SP;Turiúba;0,724905;0,428889;0,962773;0,783054
GO;Campo Limpo de Goiás;0,724877;0,576564;0,76364;0,834425
MS;Taquarussu;0,724837;0,530506;0,89679;0,747214
MG;Conceição das Alagoas;0,724818;0,459338;0,833167;0,881948
RN;Ipueira;0,724752;0,498846;0,860974;0,814435
PR;Tomazina;0,724673;0,492279;0,794501;0,887239
RS;Mostardas;0,724652;0,57364;0,686886;0,913431
BA;Santo Antônio de Jesus;0,724647;0,655087;0,728103;0,790751
RS;Mato Castelhano;0,724536;0,567719;0,754163;0,851726
SP;Álvaro de Carvalho;0,724467;0,426923;0,874925;0,871552
RS;Saldanha Marinho;0,724406;0,409293;0,855931;0,907992
SC;Dionísio Cerqueira;0,724406;0,469126;0,816414;0,887679
SC;Arabutã;0,724364;0,442214;0,871593;0,859285
CE;Itapipoca;0,724323;0,520935;0,785403;0,866631
RS;Protásio Alves;0,724321;0,408346;0,909286;0,855331
MG;Inhaúma;0,724319;0,541205;0,852424;0,779329
SP;Barbosa;0,724281;0,463585;0,878201;0,831058
RN;Parelhas;0,724184;0,502012;0,821586;0,848953
RS;Eldorado do Sul;0,724136;0,605879;0,713209;0,853318
SP;Guapiara;0,724045;0,476079;0,856378;0,839677
CE;Aracati;0,723952;0,505118;0,770091;0,896647
MG;Dores do Indaiá;0,723888;0,524019;0,838116;0,809529
PR;Tuneiras do Oeste;0,723816;0,496698;0,748249;0,9265
PR;Iguatu;0,72375;0,401184;0,863224;0,906844
CE;Guaraciaba do Norte;0,723749;0,46693;0,790413;0,913903
PR;Cruzmaltina;0,723733;0,501015;0,833204;0,836981
GO;Novo Brasil;0,723691;0,493187;0,840761;0,837125
PR;Assis Chateaubriand;0,723678;0,521729;0,861451;0,787855
RJ;Rio Bonito;0,723657;0,546991;0,777606;0,846373
RS;Campina das Missões;0,723624;0,413262;0,896888;0,860721
SP;Severínia;0,723611;0,423142;0,838663;0,909028
RS;Pantano Grande;0,72361;0,619268;0,708193;0,843368
SP;São Miguel Arcanjo;0,723599;0,474821;0,911792;0,784184
RN;Currais Novos;0,723577;0,503959;0,82248;0,844293
SP;Jacupiranga;0,723514;0,513617;0,888165;0,76876
ES;Atilio Vivacqua;0,723477;0,489282;0,844537;0,836611
MG;Carmo do Cajuru;0,723419;0,448794;0,860624;0,860839
GO;Pilar de Goiás;0,723369;0,664361;0,659788;0,845958
SC;Águas Mornas;0,723365;0,414147;0,843908;0,912039
PR;Francisco Alves;0,723353;0,490798;0,831385;0,847875
SP;Bofete;0,723344;0,41734;0,838595;0,914099
SP;Ibiúna;0,723221;0,598747;0,883585;0,68733
SP;Castilho;0,723221;0,35691;0,942589;0,870165
SP;Paraibuna;0,723148;0,49839;0,895886;0,775168
PE;Lagoa de Itaenga;0,723141;0,638703;0,67951;0,85121
SP;Sales;0,723098;0,519844;0,877462;0,771989
PR;Iretama;0,723093;0,522997;0,815242;0,831041
PR;Uraí;0,723073;0,437796;0,850506;0,880917
PB;Pedras de Fogo;0,723047;0,583867;0,697263;0,888011
PR;Palmas;0,723008;0,64156;0,709093;0,818372
RS;Palmares do Sul;0,722989;0,521359;0,875613;0,771995
RN;Goianinha;0,722938;0,602989;0,746086;0,819737
PR;Goioerê;0,722782;0,555656;0,804208;0,808482
