UF;Município;IFDM;Emprego & Renda;Educação;Saúde
PE;Canhotinho;0,573993;0,254717;0,672483;0,794778
MG;Jordânia;0,573913;0,446323;0,783332;0,492084
MG;Josenópolis;0,573681;0,268914;0,72281;0,729319
TO;Barra do Ouro;0,573581;0,338856;0,588849;0,793037
MG;Aracitaba;0,57357;0,297261;0,683913;0,739536
MG;Medina;0,573407;0,39765;0,753183;0,569388
MT;Alto Boa Vista;0,573312;0,454295;0,74625;0,519389
TO;Lagoa do Tocantins;0,573307;0,327044;0,642352;0,750524
AL;Carneiros;0,572864;0,361599;0,595071;0,761921
BA;Milagres;0,572794;0,466255;0,589921;0,662205
ES;Divino de São Lourenço;0,572793;0,260761;0,74903;0,708588
GO;Padre Bernardo;0,572388;0,319856;0,677427;0,71988
MG;Novo Cruzeiro;0,57233;0,27995;0,72326;0,71378
MG;Santa Maria do Suaçuí;0,572304;0,353943;0,820284;0,542685
PB;Capim;0,572252;0,349428;0,556332;0,810995
PB;Pitimbu;0,57224;0,267736;0,665359;0,783626
AL;Olho d'Água Grande;0,572177;0,458647;0,548797;0,709088
BA;Laje;0,572115;0,412226;0,676635;0,627485
MA;Bela Vista do Maranhão;0,572103;0,494163;0,563162;0,658984
MG;Espinosa;0,571951;0,408263;0,81309;0,494499
MT;Santa Terezinha;0,571945;0,48882;0,681926;0,54509
TO;Pau D'Arco;0,571819;0,388366;0,655972;0,671118
MT;São Félix do Araguaia;0,57177;0,628924;0,657955;0,428431
PI;Caraúbas do Piauí;0,571748;0,334039;0,629225;0,75198
PB;Araçagi;0,571724;0,348275;0,564406;0,802492
MG;Joaíma;0,571658;0,352936;0,760365;0,601673
MG;Imbé de Minas;0,571508;0,309781;0,684095;0,720648
MG;Cipotânea;0,571439;0,212962;0,736108;0,765247
MA;Cantanhede;0,571434;0,42728;0,663842;0,62318
PI;Campo Grande do Piauí;0,571416;0,236186;0,803916;0,674145
BA;Jandaíra;0,571308;0,36405;0,645956;0,703918
PB;Serraria;0,57127;0,372964;0,515228;0,82562
GO;Baliza;0,571231;0,4266;0,634121;0,65297
PR;Guaraqueçaba;0,57119;0,381866;0,650933;0,680772
MG;Serra Azul de Minas;0,571168;0,415725;0,682669;0,615111
PI;Belém do Piauí;0,571122;0,348396;0,834225;0,530743
AL;Piaçabuçu;0,570861;0,40731;0,644072;0,661201
TO;Arraias;0,570755;0,320847;0,721524;0,669895
AL;Anadia;0,570696;0,459615;0,536704;0,715769
MT;Ponte Branca;0,57058;0,522047;0,740552;0,44914
BA;Medeiros Neto;0,570156;0,465861;0,6813;0,563308
RO;Costa Marques;0,570118;0,433955;0,617828;0,65857
SE;Telha;0,570034;0,354248;0,637548;0,718306
MG;Chapada Gaúcha;0,57003;0,296919;0,78729;0,62588
PR;Nova Laranjeiras;0,570028;0,309903;0,72958;0,670602
PI;Betânia do Piauí;0,569883;0,417402;0,647424;0,644822
RS;São Valério do Sul;0,569481;0,421295;0,495789;0,791358
MA;Fortuna;0,56946;0,428867;0,623751;0,655761
MG;Ouro Verde de Minas;0,569458;0,314813;0,732876;0,660686
MG;Rio Preto;0,569414;0,479772;0,667336;0,561135
GO;Teresina de Goiás;0,56939;0,377156;0,640587;0,690426
PE;Itacuruba;0,569235;0,356894;0,752799;0,598013
MG;Miraí;0,569138;0,448079;0,7457;0,513633
MG;Itambé do Mato Dentro;0,569128;0,317737;0,77369;0,615957
BA;Cocos;0,569111;0,617502;0,632183;0,457649
MG;Pavão;0,569029;0,411043;0,712233;0,58381
PI;São José do Piauí;0,568961;0,378398;0,72157;0,606915
MG;Nova Belém;0,568924;0,23731;0,794643;0,674819
MA;João Lisboa;0,568567;0,438843;0,660092;0,606767
PB;Princesa Isabel;0,568455;0,410654;0,623526;0,671186
MS;Japorã;0,56843;0,448641;0,678326;0,578323
MA;Lajeado Novo;0,568346;0,297316;0,66603;0,741692
MA;São João dos Patos;0,568339;0,393747;0,750048;0,561222
PI;São Raimundo Nonato;0,568324;0,480715;0,659657;0,5646
PB;São José dos Cordeiros;0,568147;0,393396;0,678488;0,632558
PA;Rondon do Pará;0,568112;0,484341;0,670183;0,549813
PA;Juruti;0,56809;0,410125;0,657101;0,637045
PE;Ouricuri;0,568008;0,324157;0,55946;0,820408
GO;Mambaí;0,567796;0,460587;0,717951;0,52485
BA;Castro Alves;0,56778;0,567661;0,74925;0,386431
RN;Januário Cicco;0,567757;0,31524;0,639396;0,748635
SE;Pedrinhas;0,567444;0,483632;0,67171;0,54699
BA;Cravolândia;0,567375;0,47584;0,57152;0,654764
MA;Presidente Médici;0,567279;0,428632;0,639141;0,634063
PI;São Pedro do Piauí;0,56727;0,276684;0,699396;0,72573
PA;Nova Timboteua;0,567025;0,445458;0,65712;0,598498
MG;Serra dos Aimorés;0,566656;0,190595;0,744587;0,764786
PA;Almeirim;0,566641;0,558;0,465565;0,676358
ES;Iúna;0,56659;0,331033;0,759826;0,60891
BA;Sebastião Laranjeiras;0,566443;0,355422;0,688185;0,655723
CE;Barro;0,566405;0,247846;0,722361;0,729009
MA;Pastos Bons;0,566067;0,513004;0,772623;0,412573
PI;Campo Largo do Piauí;0,566043;0,248666;0,747097;0,702365
PI;Vera Mendes;0,565729;0,431366;0,617081;0,64874
BA;América Dourada;0,565623;0,397097;0,759219;0,540554
PA;Bragança;0,565534;0,477101;0,610267;0,609235
BA;Jequié;0,565522;0,505376;0,611009;0,580181
PB;Juarez Távora;0,565521;0,400177;0,644215;0,652172
AL;Ibateguara;0,565441;0,424712;0,501375;0,770235
BA;Itatim;0,565422;0,359168;0,706224;0,630873
MG;Catas Altas da Noruega;0,565147;0,312379;0,788775;0,594286
MA;Balsas;0,565132;0,577751;0,65998;0,457665
PE;Bodocó;0,565018;0,269235;0,586466;0,839352
PI;Cajazeiras do Piauí;0,565013;0,267096;0,735982;0,691961
BA;Una;0,564992;0,418213;0,556992;0,719772
PA;São Miguel do Guamá;0,564937;0,454003;0,612682;0,628127
PB;Maturéia;0,564807;0,425356;0,689085;0,579979
MG;Novo Oriente de Minas;0,564806;0,287956;0,757176;0,649286
PI;José de Freitas;0,56478;0,433155;0,672677;0,588508
PB;Livramento;0,564269;0,426648;0,660479;0,605679
PI;Patos do Piauí;0,564255;0,400502;0,645245;0,647018
BA;Presidente Dutra;0,564151;0,304508;0,698047;0,689897
CE;Ipaumirim;0,564095;0,466844;0,63562;0,589821
PI;Lagoa do Barro do Piauí;0,563994;0,265355;0,648658;0,777969
PI;Murici dos Portelas;0,563962;0,393834;0,670803;0,627248
PE;Tacaratu;0,563888;0,302681;0,662466;0,726516
MG;Oliveira Fortes;0,563828;0,277301;0,815998;0,598186
PI;Queimada Nova;0,563803;0,358805;0,619159;0,713446
SE;Santa Rosa de Lima;0,563642;0,483779;0,671723;0,535423
PI;Assunção do Piauí;0,563366;0,388585;0,631496;0,670016
BA;Jussiape;0,563354;0,465388;0,626062;0,598612
BA;Rio de Contas;0,563337;0,268967;0,709607;0,711436
PI;Rio Grande do Piauí;0,563283;0,25813;0,64212;0,789599
RO;Monte Negro;0,56327;0,277499;0,63701;0,775301
BA;João Dourado;0,563056;0,40072;0,709151;0,579297
AL;Roteiro;0,563034;0,353403;0,684013;0,651687
BA;Itagimirim;0,562968;0,490016;0,704683;0,494205
MT;Denise;0,562841;0,43941;0,746486;0,502628
BA;Firmino Alves;0,562784;0,620197;0,591983;0,476172
PI;Colônia do Piauí;0,562748;0,260269;0,806647;0,621329
MG;Chapada do Norte;0,562687;0,462577;0,748434;0,477049
SE;Capela;0,562575;0,463985;0,679362;0,544377
SE;Poço Redondo;0,562489;0,251698;0,620268;0,815501
BA;Brejões;0,562356;0,420981;0,680345;0,585742
MG;Januária;0,562286;0,352672;0,770513;0,563672
RO;Vale do Paraíso;0,561975;0,31182;0,699983;0,674123
AL;Atalaia;0,561916;0,495372;0,561708;0,628667
PI;Amarante;0,561878;0,248946;0,705367;0,731321
MG;Guaraciaba;0,561831;0,307783;0,764842;0,612866
BA;Tabocas do Brejo Velho;0,561733;0,481111;0,500434;0,703655
TO;Taguatinga;0,561719;0,428895;0,633122;0,623142
PI;Jatobá do Piauí;0,561582;0,249001;0,784317;0,651429
MG;Mata Verde;0,561478;0,295643;0,762228;0,626564
AL;Maribondo;0,561442;0,348011;0,584378;0,751938
PR;Imbaú;0,561339;0,426766;0,692862;0,56439
PB;Cachoeira dos Índios;0,561301;0,261638;0,581122;0,841142
PI;Várzea Branca;0,561084;0,371957;0,655808;0,655486
PI;Palmeirais;0,560989;0,395461;0,609425;0,67808
BA;Caldeirão Grande;0,56095;0,379518;0,64465;0,658681
BA;Pé de Serra;0,560485;0,426998;0,688736;0,565722
AL;Joaquim Gomes;0,560438;0,367758;0,557919;0,755637
MA;Belágua;0,560392;0,473827;0,621798;0,585551
BA;Sobradinho;0,560286;0,390403;0,65366;0,636796
BA;Caravelas;0,560276;0,505996;0,607637;0,567196
CE;Tarrafas;0,5602;0,274391;0,786158;0,620052
PA;Chaves;0,560068;0,536617;0,560379;0,58321
SE;Ilha das Flores;0,560066;0,295619;0,627776;0,756804
SE;Santo Amaro das Brotas;0,560063;0,28307;0,636773;0,760346
RR;Iracema;0,55984;0,385726;0,561119;0,732674
PA;Brasil Novo;0,559807;0,371253;0,683664;0,624505
MS;Sete Quedas;0,559697;0,323636;0,72166;0,633794
MA;Axixá;0,559537;0,381252;0,71455;0,58281
PI;Corrente;0,55943;0,408875;0,673149;0,596267
AL;Penedo;0,559179;0,448411;0,667664;0,561461
AL;Igreja Nova;0,559159;0,463933;0,704998;0,508546
PI;Lagoa de São Francisco;0,558988;0,256384;0,645284;0,775297
MG;São Sebastião do Rio Preto;0,558807;0,439843;0,796886;0,439691
PB;Manaíra;0,558753;0,287314;0,581274;0,807671
MA;Bom Lugar;0,558563;0,386015;0,563268;0,726407
MS;Paranhos;0,558436;0,473023;0,629584;0,5727
AL;Major Isidoro;0,558306;0,254338;0,595253;0,825329
PE;Sanharó;0,558222;0,267192;0,649566;0,757908
PI;Lagoa do Piauí;0,558218;0,399855;0,633639;0,64116
AL;Cajueiro;0,558022;0,327654;0,620055;0,726358
PB;Pocinhos;0,557712;0,293935;0,673668;0,705533
PE;Araripina;0,557667;0,274627;0,671028;0,727345
SE;Canhoba;0,557618;0,334062;0,622935;0,715858
PA;Piçarra;0,557458;0,452638;0,586654;0,633081
MA;Miranda do Norte;0,55723;0,355051;0,736438;0,580201
PI;Padre Marcos;0,557152;0,454147;0,746156;0,471152
BA;Casa Nova;0,557141;0,487556;0,568089;0,615779
BA;Conceição do Almeida;0,557055;0,372453;0,577586;0,721126
TO;Paranã;0,556969;0,370645;0,597964;0,702299
PI;São Lourenço do Piauí;0,556911;0,407263;0,61215;0,651319
MG;São Romão;0,556847;0,385619;0,721144;0,563779
PB;Alagoa Nova;0,55679;0,424084;0,620587;0,625698
AC;Manoel Urbano;0,556732;0,608619;0,594511;0,467066
PI;Bonfim do Piauí;0,556732;0,430698;0,581057;0,658442
BA;Marcionílio Souza;0,556673;0,459885;0,656732;0,553402
PB;Mari;0,556592;0,278207;0,63188;0,759688
MG;Machacalis;0,556551;0,289612;0,763021;0,617019
AP;Santana;0,556441;0,320903;0,673713;0,674707
PB;Baía da Traição;0,556433;0,202036;0,650453;0,816809
MA;Anajatuba;0,556432;0,40429;0,643253;0,621754
BA;Maiquinique;0,556263;0,538564;0,580775;0,549448
AP;Vitória do Jari;0,556197;0,352301;0,568244;0,748044
TO;Praia Norte;0,556171;0,235902;0,686052;0,746557
PA;Breu Branco;0,556132;0,380461;0,571383;0,716551
RN;Triunfo Potiguar;0,555803;0,266381;0,676352;0,724677
PB;Santana dos Garrotes;0,555665;0,41131;0,590044;0,665642
AL;Batalha;0,555654;0,436918;0,645709;0,584334
BA;Capim Grosso;0,555649;0,500919;0,658691;0,507338
RN;Luís Gomes;0,555615;0,291277;0,713835;0,661732
PI;Pimenteiras;0,555527;0,432093;0,598485;0,636002
TO;Tocantínia;0,555488;0,418117;0,581236;0,667112
RN;Carnaubais;0,555266;0,301794;0,663405;0,7006
MA;Gonçalves Dias;0,555204;0,425375;0,698921;0,541317
AL;Limoeiro de Anadia;0,555144;0,330042;0,652616;0,682774
PA;São João de Pirabas;0,555105;0,432819;0,619819;0,612675
MA;Fortaleza dos Nogueiras;0,555067;0,466597;0,661075;0,537529
PB;Desterro;0,555067;0,318178;0,661687;0,685334
PI;Paulistana;0,555062;0,431084;0,647212;0,586892
MG;Poté;0,554814;0,367032;0,727219;0,570191
CE;Quixelô;0,554806;0,300624;0,744952;0,618843
RN;Upanema;0,554766;0,406473;0,677701;0,580125
MG;Rubim;0,554711;0,318566;0,800958;0,544607
MG;São João das Missões;0,554676;0,352494;0,602521;0,709014
PE;Ipubi;0,55455;0,355837;0,628973;0,678841
PI;Itainópolis;0,55442;0,388819;0,618069;0,656371
PE;Frei Miguelinho;0,55416;0,242266;0,594785;0,825429
MG;Santana dos Montes;0,553722;0,352167;0,786118;0,52288
PE;Terezinha;0,553697;0,247429;0,656024;0,757637
PB;Juru;0,553601;0,324418;0,752077;0,584308
PI;Boa Hora;0,553549;0,320987;0,663554;0,676107
MT;Gaúcha do Norte;0,553471;0,587355;0,627221;0,445836
RO;Machadinho D'Oeste;0,553347;0,290395;0,664759;0,704886
PI;Júlio Borges;0,553053;0,460476;0,618589;0,580094
PE;Carnaubeira da Penha;0,552826;0,264592;0,617776;0,77611
PA;Quatipuru;0,552805;0,348122;0,601314;0,708979
PB;São Vicente do Seridó;0,552643;0,333443;0,68302;0,641466
PB;Puxinanã;0,552639;0,37973;0,652088;0,626098
TO;Campos Lindos;0,552553;0,369434;0,544046;0,744178
PI;Ribeiro Gonçalves;0,552461;0,343044;0,691296;0,623042
PB;Barra de Santana;0,552362;0,328717;0,716905;0,611464
RR;Pacaraima;0,552297;0,432259;0,588447;0,636184
AM;Boa Vista do Ramos;0,55228;0,3751;0,650461;0,63128
PE;Águas Belas;0,552125;0,296846;0,615964;0,743563
TO;Cachoeirinha;0,55149;0,27479;0,668611;0,711068
BA;Iuiú;0,551459;0,290169;0,67457;0,689638
BA;Banzaê;0,551396;0,432597;0,622806;0,598786
MG;Rio Vermelho;0,551269;0,38123;0,712358;0,560219
PI;Bom Princípio do Piauí;0,551229;0,444828;0,517163;0,691695
RN;Antônio Martins;0,551138;0,436956;0,627938;0,58852
PE;Buíque;0,551122;0,361859;0,616465;0,675043
MA;Sítio Novo;0,551057;0,272882;0,691496;0,688792
PA;Terra Santa;0,550933;0,447202;0,687262;0,518334
MG;Palma;0,550812;0,386114;0,804346;0,461977
AM;Borba;0,550783;0,423145;0,600499;0,628704
PA;Ourém;0,550758;0,346625;0,600914;0,704736
BA;Igaporã;0,55071;0,255936;0,647086;0,749107
SE;Indiaroba;0,550693;0,292214;0,594063;0,7658
RO;Guajará-Mirim;0,550613;0,391794;0,659008;0,601036
PA;Mãe do Rio;0,550593;0,375889;0,687792;0,588098
MA;Matões do Norte;0,550477;0,241172;0,63047;0,779788
AL;Traipu;0,550438;0,436239;0,508116;0,706958
RO;Governador Jorge Teixeira;0,550411;0,219645;0,665323;0,766266
GO;Montividiu do Norte;0,550396;0,363238;0,727465;0,560486
PB;Lastro;0,550249;0,439497;0,613928;0,597323
PI;São João da Varjota;0,550153;0,293003;0,761987;0,59547
MA;Capinzal do Norte;0,550108;0,478216;0,642172;0,529936
PA;Abel Figueiredo;0,550102;0,41894;0,696677;0,53469
MG;Ladainha;0,550088;0,351912;0,701793;0,596557
PB;Boa Ventura;0,549901;0,351977;0,655034;0,642694
BA;Muquém de São Francisco;0,549869;0,458505;0,535722;0,65538
BA;Maracás;0,549745;0,511833;0,731653;0,405751
MG;São José do Jacuri;0,549654;0,363359;0,728138;0,557465
PI;Morro do Chapéu do Piauí;0,549628;0,287688;0,644323;0,716873
MG;Felisburgo;0,54925;0,402689;0,75901;0,486051
BA;Itiúba;0,5492;0,432624;0,573255;0,641721
MG;Almenara;0,549196;0,456927;0,715654;0,475008
MA;Cedral;0,549188;0,412349;0,663437;0,571777
BA;Belmonte;0,54892;0,514899;0,576752;0,555109
AC;Porto Acre;0,548836;0,30634;0,659083;0,681086
TO;Lavandeira;0,548597;0,343558;0,741635;0,560596
SP;Flórida Paulista;0,548342;0,237945;0,888886;0,518196
PI;Gilbués;0,548317;0,379456;0,51471;0,750784
MA;Buriti;0,54828;0,512801;0,625263;0,506777
BA;Wanderley;0,548272;0,372021;0,687421;0,585373
BA;Apuarema;0,548025;0,416535;0,645911;0,58163
BA;Mulungu do Morro;0,547638;0,449488;0,668929;0,524497
PI;Caridade do Piauí;0,547582;0,320797;0,743188;0,578762
MG;Santa Rita de Jacutinga;0,547498;0,283842;0,783153;0,575499
BA;Vereda;0,547492;0,373344;0,622483;0,646649
PE;Santa Maria da Boa Vista;0,547398;0,402609;0,591762;0,647821
MA;Nina Rodrigues;0,547318;0,406265;0,629868;0,60582
BA;Aracatu;0,547207;0,402303;0,643969;0,59535
PE;Jaqueira;0,547049;0,191527;0,654085;0,795535
MA;Altamira do Maranhão;0,546868;0,402837;0,514851;0,722916
MA;Graça Aranha;0,546821;0,359603;0,705319;0,57554
PI;Madeiro;0,546764;0,421893;0,68552;0,532879
PI;Altos;0,546416;0,331528;0,706602;0,601119
SE;Feira Nova;0,546362;0,442127;0,537289;0,659671
BA;Nova Soure;0,546229;0,469816;0,660135;0,508737
BA;Alcobaça;0,546071;0,320289;0,616982;0,700941
AM;Amaturá;0,545995;0,390949;0,659992;0,587045
PE;São Benedito do Sul;0,545908;0,285771;0,529317;0,822636
AL;Palestina;0,545881;0,44892;0,640419;0,548303
PB;Serra Redonda;0,54579;0,436761;0,519962;0,680645
BA;Teofilândia;0,545538;0,408248;0,718049;0,510318
RN;Tenente Ananias;0,545455;0,311928;0,720824;0,603613
BA;Jacobina;0,545446;0,483926;0,662876;0,489537
MA;Bacuri;0,545324;0,429384;0,64755;0,55904
BA;Itagi;0,545227;0,433242;0,646466;0,555973
BA;Campo Alegre de Lourdes;0,544883;0,41002;0,508346;0,716284
PB;Ouro Velho;0,544855;0,347635;0,707708;0,579222
MA;Vitorino Freire;0,544666;0,372674;0,672497;0,588828
BA;Brotas de Macaúbas;0,544495;0,37472;0,719297;0,539469
AM;Japurá;0,544492;0,389073;0,668216;0,576187
PB;São José dos Ramos;0,54447;0,254754;0,581663;0,796992
PI;São Félix do Piauí;0,544397;0,361353;0,711055;0,560785
PE;Amaraji;0,54412;0,385082;0,542465;0,704814
PB;Pirpirituba;0,544076;0,314028;0,677486;0,640716
BA;Tucano;0,544033;0,433283;0,666689;0,532127
SE;Santa Luzia do Itanhy;0,543843;0,264776;0,654989;0,711763
MA;Itinga do Maranhão;0,543656;0,496269;0,66048;0,474218
AL;Maragogi;0,543596;0,41769;0,474677;0,738421
MA;Senador Alexandre Costa;0,543424;0,249835;0,633684;0,746753
RR;Bonfim;0,543282;0,430513;0,558886;0,640445
MA;Carutapera;0,543184;0,401938;0,666629;0,560984
PA;Santarém Novo;0,542804;0,323599;0,601169;0,703645
AL;Olho d'Água das Flores;0,542715;0,399242;0,608571;0,620333
MA;Santa Rita;0,542686;0,366939;0,714562;0,546558
PI;Jacobina do Piauí;0,542588;0,401221;0,614006;0,612537
PB;Lagoa;0,542528;0,260587;0,608371;0,758625
MA;Igarapé Grande;0,54211;0,433627;0,659059;0,533643
MG;Padre Paraíso;0,542033;0,400853;0,721688;0,503559
BA;Araças;0,541963;0,316289;0,552171;0,757428
BA;Rafael Jambeiro;0,541886;0,404885;0,669466;0,551306
SE;Carira;0,541757;0,297135;0,572333;0,755802
SE;Riachuelo;0,541704;0,446718;0,642839;0,535555
MA;Vargem Grande;0,54169;0,382363;0,657683;0,585024
BA;Ichu;0,541588;0,469064;0,749644;0,406057
PA;Pacajá;0,541354;0,436595;0,465845;0,721623
MG;Salto da Divisa;0,541345;0,427847;0,729578;0,46661
AL;Igaci;0,541263;0,355106;0,603284;0,665401
BA;Lamarão;0,541008;0,41813;0,573181;0,631714
PI;Novo Oriente do Piauí;0,540879;0,439268;0,574641;0,60873
AL;Olho d'Água do Casado;0,540854;0,366555;0,609363;0,646644
MA;Conceição do Lago-Açu;0,540807;0,277693;0,595386;0,749341
BA;Ipiaú;0,54075;0,351185;0,703241;0,567825
TO;Filadélfia;0,540586;0,309272;0,561977;0,750509
CE;Aurora;0,540541;0,232879;0,72394;0,664804
BA;Irará;0,54045;0,41649;0,677194;0,527666
PI;Elesbão Veloso;0,54045;0,35052;0,679832;0,590998
PI;Joca Marques;0,540306;0,385174;0,722351;0,513394
PB;Solânea;0,540189;0,336077;0,59893;0,68556
PA;Inhangapi;0,539935;0,450133;0,553943;0,615729
PA;Santa Cruz do Arari;0,539762;0,416386;0,579946;0,622955
MA;Passagem Franca;0,539725;0,305316;0,6838;0,630059
PI;Campinas do Piauí;0,539699;0,441433;0,607066;0,570598
PI;Pedro II;0,539522;0,324316;0,711261;0,582989
AC;Capixaba;0,539517;0,365778;0,646816;0,605955
PI;Wall Ferraz;0,539395;0,441124;0,692312;0,484748
MA;Formosa da Serra Negra;0,539186;0,367362;0,643044;0,607154
PI;Joaquim Pires;0,539112;0,342764;0,727322;0,547249
MG;Ponto dos Volantes;0,539008;0,216134;0,730559;0,67033
SE;Brejo Grande;0,538935;0,394104;0,59071;0,631991
BA;Santanópolis;0,538858;0,413171;0,660096;0,543306
CE;Cedro;0,538832;0,285486;0,711475;0,619534
BA;Mirante;0,538823;0,287613;0,727799;0,601056
AL;Maravilha;0,538715;0,227336;0,500183;0,888626
MA;Paulino Neves;0,538349;0,569449;0,692467;0,353131
GO;Monte Alegre de Goiás;0,538285;0,316994;0,632797;0,665065
BA;Canavieiras;0,538205;0,43262;0,570572;0,611422
AP;Calçoene;0,538199;0,405971;0,629874;0,578751
RO;Candeias do Jamari;0,53798;0,271455;0,642616;0,69987
MA;Sucupira do Riachão;0,537934;0,510941;0,620314;0,482546
PB;Arara;0,537887;0,398856;0,569757;0,645049
BA;Coaraci;0,537759;0,494271;0,564055;0,554951
MA;Cachoeira Grande;0,537724;0,438694;0,606245;0,568234
MA;Cândido Mendes;0,537543;0,426496;0,641655;0,544478
MG;Matipó;0,537525;0,281879;0,713095;0,617601
BA;Pedro Alexandre;0,537501;0,349612;0,506163;0,756728
BA;Poções;0,537464;0,420967;0,651343;0,540081
BA;Gandu;0,537347;0,468282;0,697865;0,445893
BA;Caturama;0,537154;0,359206;0,628522;0,623733
RR;São João da Baliza;0,537129;0,371341;0,65974;0,580305
PA;Alenquer;0,537069;0,407221;0,587888;0,616098
PI;Alagoinha do Piauí;0,53682;0,321004;0,673398;0,616057
PA;Soure;0,536815;0,422678;0,669517;0,518251
